project,RefactoringType,url,signature,whoMade,Changed_Lines
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/control/ControlTest.java;testModelBuildingFor#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/fieldaccesses/FieldAccessTest.java;testModelBuildingFieldAccesses#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/fieldaccesses/FieldAccessTest.java;testModelBuildingFieldAccesses#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/fieldaccesses/FieldAccessTest.java;testModelBuildingOuterSuperAccesses#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/fieldaccesses/FieldAccessTest.java;testModelBuildingOuterThisAccesses#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/generics/GenericsTest.java;testModelBuildingGenericConstructor#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/generics/GenericsTest.java;testModelBuildingSimilarSignatureMethods#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/initializers/InitializerTest.java;testModelBuildingInitializer#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/initializers/InitializerTest.java;testModelBuildingStaticInitializer#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/limits/utils/InternalTest.java;testInternalClasses#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/limits/utils/InternalTest.java;testStaticFinalFieldInAnonymousClass#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/replace/ReplaceTest.java;testReplaceBlock#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/replace/ReplaceTest.java;testReplaceSet#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/secondaryclasses/ClassesTest.java;testTopLevel#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/secondaryclasses/ClassesTest.java;testClassWithInternalPublicClassOrInterf#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/strings/StringTest.java;testModelBuildingInitializer#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
spoon,Rename Method,https://github.com/INRIA/spoon/commit/85a5851160cc1e06be31dc1f4e04eb5e33a34af8,src/test/java/spoon/test/trycatch/TryCatchTest.java;testModelBuildingInitializer#,src/main/java/spoon/compiler/SpoonResourceHelper.java;files#String],2
